13	NONE	344.499130	-0.922150	r	g - r	0.929	0.045	NONE	0.158	SDSS_dr8	25.000	0.396	0.396	0.989	5.000	40.000	1	53.960	NONE	1	1	field	exp+ser	incl	1	NO	NO	images/r/150_r.fits.bz2	NO	NO
18	NONE	125.490170	51.027520	r	g - r	0.900	0.042	NONE	0.114	SDSS_dr8	25.000	0.396	0.396	1.292	5.000	40.000	1	53.960	NONE	1	1	field	exp+ser	incl	1	NO	NO	images/r/308_r.fits.bz2	NO	NO
20	NONE	129.736930	51.089550	r	g - r	0.736	0.047	NONE	0.067	SDSS_dr8	25.000	0.396	0.396	1.203	5.000	40.000	1	53.960	NONE	1	1	field	exp+ser	incl	1	NO	NO	images/r/312_r.fits.bz2	NO	NO
